Metadata_JCP2022,Metadata_NCBI_Gene_ID,Metadata_Symbol
JCP2022_802629,2632,GBE1
JCP2022_802630,26301,GBGT1
JCP2022_802631,2633,GBP1
JCP2022_802632,2634,GBP2
JCP2022_802633,2636,GBX1
JCP2022_802634,2637,GBX2
JCP2022_802635,2638,GC
JCP2022_802636,23464,GCAT
JCP2022_802637,6936,GCFC2
JCP2022_802638,2642,GCGR
JCP2022_802639,2643,GCH1
JCP2022_802640,2645,GCK
JCP2022_802641,2646,GCKR
JCP2022_802642,2729,GCLC
JCP2022_802643,2730,GCLM
JCP2022_802644,8521,GCM1
JCP2022_802645,9247,GCM2
JCP2022_802646,10985,GCN1
JCP2022_802647,2650,GCNT1
JCP2022_802648,2651,GCNT2
JCP2022_802649,9245,GCNT3
JCP2022_802650,51301,GCNT4
JCP2022_802651,9615,GDA
JCP2022_802652,54332,GDAP1
JCP2022_802653,51573,GDE1
JCP2022_802654,2662,GDF10
JCP2022_802655,10220,GDF11
JCP2022_802656,9518,GDF15
JCP2022_802657,2658,GDF2
JCP2022_802658,8200,GDF5
JCP2022_802659,2661,GDF9
JCP2022_802660,2664,GDI1
JCP2022_802661,2665,GDI2
JCP2022_802662,2668,GDNF
JCP2022_802663,284161,GDPD1
JCP2022_802664,54857,GDPD2
JCP2022_802665,79153,GDPD3
JCP2022_802666,2669,GEM
JCP2022_802667,348654,GEN1
JCP2022_802668,2671,GFER
JCP2022_802669,2672,GFI1
JCP2022_802670,8328,GFI1B
JCP2022_802671,85476,GFM1
JCP2022_802672,84340,GFM2
JCP2022_802673,54438,GFOD1
JCP2022_802674,81577,GFOD2
JCP2022_802675,2673,GFPT1
JCP2022_802676,9945,GFPT2
JCP2022_802677,2674,GFRA1
JCP2022_802678,2676,GFRA3
JCP2022_802679,64096,GFRA4
JCP2022_802680,2677,GGCX
JCP2022_802681,8836,GGH
JCP2022_802682,124975,GGT6
JCP2022_802683,2686,GGT7
JCP2022_802684,91227,GGTLC2
JCP2022_802685,2690,GHR
JCP2022_802686,2692,GHRHR
JCP2022_802687,2693,GHSR
JCP2022_802688,2694,GIF
JCP2022_802689,2696,GIPR
JCP2022_802690,2697,GJA1
JCP2022_802691,84694,GJA10
JCP2022_802692,2700,GJA3
JCP2022_802693,2701,GJA4
JCP2022_802694,2702,GJA5
JCP2022_802695,2703,GJA8
JCP2022_802696,81025,GJA9
JCP2022_802697,2705,GJB1
JCP2022_802698,2706,GJB2
JCP2022_802699,2707,GJB3
JCP2022_802700,127534,GJB4
JCP2022_802701,2709,GJB5
JCP2022_802702,10804,GJB6
JCP2022_802703,375519,GJB7
JCP2022_802704,10052,GJC1
JCP2022_802705,57165,GJC2
JCP2022_802706,57369,GJD2
JCP2022_802707,125111,GJD3
JCP2022_802708,219770,GJD4
JCP2022_802709,2710,GK
JCP2022_802710,2712,GK2
JCP2022_802711,256356,GK5
JCP2022_802712,80318,GKAP1
JCP2022_802713,2717,GLA
JCP2022_802714,2720,GLB1
JCP2022_802715,26035,GLCE
JCP2022_802716,2731,GLDC
JCP2022_802717,2735,GLI1
JCP2022_802718,2736,GLI2
JCP2022_802719,2737,GLI3
JCP2022_802720,148979,GLIS1
JCP2022_802721,84662,GLIS2
JCP2022_802722,169792,GLIS3
JCP2022_802723,112770,GLMP
JCP2022_802724,2739,GLO1
JCP2022_802725,51031,GLOD4
JCP2022_802726,2740,GLP1R
JCP2022_802727,9340,GLP2R
JCP2022_802728,2741,GLRA1
JCP2022_802729,2742,GLRA2
JCP2022_802730,8001,GLRA3
JCP2022_802731,441509,GLRA4
JCP2022_802732,2743,GLRB
JCP2022_802733,2745,GLRX
JCP2022_802734,51022,GLRX2
JCP2022_802735,10539,GLRX3
JCP2022_802736,2744,GLS
JCP2022_802737,27165,GLS2
JCP2022_802738,144423,GLT1D1
JCP2022_802739,55830,GLT8D1
JCP2022_802740,83468,GLT8D2
JCP2022_802741,2746,GLUD1
JCP2022_802742,2747,GLUD2
JCP2022_802743,2752,GLUL
JCP2022_802744,10249,GLYAT
JCP2022_802745,92292,GLYATL1
JCP2022_802746,219970,GLYATL2
JCP2022_802747,132158,GLYCTK
JCP2022_802748,2760,GM2A
JCP2022_802749,2762,GMDS
JCP2022_802750,10691,GMEB1
JCP2022_802751,26205,GMEB2
JCP2022_802752,51291,GMIP
JCP2022_802753,29926,GMPPA
JCP2022_802754,29925,GMPPB
JCP2022_802755,2766,GMPR
JCP2022_802756,51292,GMPR2
JCP2022_802757,8833,GMPS
JCP2022_802758,2767,GNA11
JCP2022_802759,2768,GNA12
JCP2022_802760,10672,GNA13
JCP2022_802761,9630,GNA14
JCP2022_802762,2769,GNA15
JCP2022_802763,2770,GNAI1
JCP2022_802764,2771,GNAI2
JCP2022_802765,2773,GNAI3
JCP2022_802766,2774,GNAL
JCP2022_802767,2778,GNAS
JCP2022_802768,2780,GNAT2
JCP2022_802769,2781,GNAZ
JCP2022_802770,2782,GNB1
JCP2022_802771,59345,GNB4
JCP2022_802772,10020,GNE
JCP2022_802773,2790,GNG10
JCP2022_802774,2786,GNG4
JCP2022_802775,29889,GNL2
JCP2022_802776,27232,GNMT
JCP2022_802777,8443,GNPAT
JCP2022_802778,10007,GNPDA1
JCP2022_802779,132789,GNPDA2
JCP2022_802780,64841,GNPNAT1
JCP2022_802781,2798,GNRHR
JCP2022_802782,2799,GNS
JCP2022_802783,57120,GOPC
JCP2022_802784,9527,GOSR1
JCP2022_802785,9570,GOSR2
JCP2022_802786,2805,GOT1
JCP2022_802787,137362,GOT1L1
JCP2022_802788,2806,GOT2
JCP2022_802789,51206,GP6
JCP2022_802790,8733,GPAA1
JCP2022_802791,57678,GPAM
JCP2022_802792,84803,GPAT3
JCP2022_802793,137964,GPAT4
JCP2022_802794,151306,GPBAR1
JCP2022_802795,65056,GPBP1
JCP2022_802796,2819,GPD1
JCP2022_802797,23171,GPD1L
JCP2022_802798,2820,GPD2
JCP2022_802799,2852,GPER1
JCP2022_802800,10243,GPHN
JCP2022_802801,2821,GPI
JCP2022_802802,2822,GPLD1
JCP2022_802803,2823,GPM6A
JCP2022_802804,2825,GPR1
JCP2022_802805,83550,GPR101
JCP2022_802806,57720,GPR107
JCP2022_802807,56927,GPR108
JCP2022_802808,139760,GPR119
JCP2022_802809,2835,GPR12
JCP2022_802810,29933,GPR132
JCP2022_802811,64582,GPR135
JCP2022_802812,7107,GPR137B
JCP2022_802813,124274,GPR139
JCP2022_802814,353345,GPR141
JCP2022_802815,350383,GPR142
JCP2022_802816,4935,GPR143
JCP2022_802817,115330,GPR146
JCP2022_802818,344561,GPR148
JCP2022_802819,344758,GPR149
JCP2022_802820,2838,GPR15
JCP2022_802821,134391,GPR151
JCP2022_802822,390212,GPR152
JCP2022_802823,387509,GPR153
JCP2022_802824,151556,GPR155
JCP2022_802825,165829,GPR156
JCP2022_802826,80045,GPR157
JCP2022_802827,57512,GPR158
JCP2022_802828,26996,GPR160
JCP2022_802829,23432,GPR161
JCP2022_802830,27239,GPR162
JCP2022_802831,2840,GPR17
JCP2022_802832,29909,GPR171
JCP2022_802833,54328,GPR173
JCP2022_802834,84636,GPR174
JCP2022_802835,11245,GPR176
JCP2022_802836,440435,GPR179
JCP2022_802837,2841,GPR18
JCP2022_802838,11318,GPR182
JCP2022_802839,1880,GPR183
JCP2022_802840,2842,GPR19
JCP2022_802841,2843,GPR20
JCP2022_802842,2844,GPR21
JCP2022_802843,2845,GPR22
JCP2022_802844,2849,GPR26
JCP2022_802845,2827,GPR3
JCP2022_802846,2853,GPR31
JCP2022_802847,2854,GPR32
JCP2022_802848,2857,GPR34
JCP2022_802849,2859,GPR35
JCP2022_802850,2861,GPR37
JCP2022_802851,9283,GPR37L1
JCP2022_802852,2863,GPR39
JCP2022_802853,2828,GPR4
JCP2022_802854,11250,GPR45
JCP2022_802855,9248,GPR50
JCP2022_802856,9293,GPR52
JCP2022_802857,9290,GPR55
JCP2022_802858,2830,GPR6
JCP2022_802859,83873,GPR61
JCP2022_802860,118442,GPR62
JCP2022_802861,81491,GPR63
JCP2022_802862,8477,GPR65
JCP2022_802863,8111,GPR68
JCP2022_802864,10936,GPR75
JCP2022_802865,100302652,GPR75-ASB3
JCP2022_802866,27201,GPR78
JCP2022_802867,27197,GPR82
JCP2022_802868,10888,GPR83
JCP2022_802869,53831,GPR84
JCP2022_802870,54329,GPR85
JCP2022_802871,53836,GPR87
JCP2022_802872,54112,GPR88
JCP2022_802873,9737,GPRASP1
JCP2022_802874,9052,GPRC5A
JCP2022_802875,51704,GPRC5B
JCP2022_802876,55890,GPRC5C
JCP2022_802877,55507,GPRC5D
JCP2022_802878,222545,GPRC6A
JCP2022_802879,2874,GPS2
JCP2022_802880,2875,GPT
JCP2022_802881,84706,GPT2
JCP2022_802882,2876,GPX1
JCP2022_802883,2877,GPX2
JCP2022_802884,2878,GPX3
JCP2022_802885,2879,GPX4
JCP2022_802886,2880,GPX5
JCP2022_802887,257202,GPX6
JCP2022_802888,2882,GPX7
JCP2022_802889,2885,GRB2
JCP2022_802890,29841,GRHL1
JCP2022_802891,79977,GRHL2
JCP2022_802892,57822,GRHL3
JCP2022_802893,9380,GRHPR
JCP2022_802894,2890,GRIA1
JCP2022_802895,2891,GRIA2
JCP2022_802896,2892,GRIA3
JCP2022_802897,2893,GRIA4
JCP2022_802898,2894,GRID1
JCP2022_802899,2895,GRID2
JCP2022_802900,2897,GRIK1
JCP2022_802901,2898,GRIK2
JCP2022_802902,2899,GRIK3
JCP2022_802903,2900,GRIK4
JCP2022_802904,2901,GRIK5
JCP2022_802905,2902,GRIN1
JCP2022_802906,2903,GRIN2A
JCP2022_802907,2904,GRIN2B
JCP2022_802908,2905,GRIN2C
JCP2022_802909,2906,GRIN2D
JCP2022_802910,116443,GRIN3A
JCP2022_802911,116444,GRIN3B
JCP2022_802912,6011,GRK1
JCP2022_802913,2868,GRK4
JCP2022_802914,2869,GRK5
JCP2022_802915,2870,GRK6
JCP2022_802916,131890,GRK7
JCP2022_802917,2911,GRM1
JCP2022_802918,2912,GRM2
JCP2022_802919,2913,GRM3
JCP2022_802920,2914,GRM4
JCP2022_802921,2915,GRM5
JCP2022_802922,2916,GRM6
JCP2022_802923,2917,GRM7
JCP2022_802924,2918,GRM8
JCP2022_802925,2925,GRPR
JCP2022_802926,145258,GSC
JCP2022_802927,2928,GSC2
JCP2022_802928,83903,GSG2
JCP2022_802929,2931,GSK3A
JCP2022_802930,2932,GSK3B
JCP2022_802931,2935,GSPT1
JCP2022_802932,23708,GSPT2
JCP2022_802933,2936,GSR
JCP2022_802934,2937,GSS
JCP2022_802935,2938,GSTA1
JCP2022_802936,2939,GSTA2
JCP2022_802937,2940,GSTA3
JCP2022_802938,221357,GSTA5
JCP2022_802939,373156,GSTK1
JCP2022_802940,2944,GSTM1
JCP2022_802941,2946,GSTM2
JCP2022_802942,2947,GSTM3
JCP2022_802943,2949,GSTM5
JCP2022_802944,9446,GSTO1
JCP2022_802945,119391,GSTO2
JCP2022_802946,2950,GSTP1
JCP2022_802947,2953,GSTT2
JCP2022_802948,2954,GSTZ1
JCP2022_802949,219409,GSX1
JCP2022_802950,170825,GSX2
JCP2022_802951,2957,GTF2A1
JCP2022_802952,11036,GTF2A1L
JCP2022_802953,2958,GTF2A2
JCP2022_802954,2959,GTF2B
JCP2022_802955,2960,GTF2E1
JCP2022_802956,2961,GTF2E2
JCP2022_802957,2962,GTF2F1
JCP2022_802958,2963,GTF2F2
JCP2022_802959,2965,GTF2H1
JCP2022_802960,2967,GTF2H3
JCP2022_802961,2968,GTF2H4
JCP2022_802962,2969,GTF2I
JCP2022_802963,9569,GTF2IRD1
JCP2022_802964,2971,GTF3A
JCP2022_802965,2975,GTF3C1
JCP2022_802966,2976,GTF3C2
JCP2022_802967,9330,GTF3C3
JCP2022_802968,9329,GTF3C4
JCP2022_802969,9328,GTF3C5
JCP2022_802970,9567,GTPBP1
JCP2022_802971,54676,GTPBP2
JCP2022_802972,51512,GTSE1
JCP2022_802973,2978,GUCA1A
JCP2022_802974,2979,GUCA1B
JCP2022_802975,9626,GUCA1C
JCP2022_802976,2981,GUCA2B
JCP2022_802977,2977,GUCY1A2
JCP2022_802978,2982,GUCY1A3
JCP2022_802979,2983,GUCY1B3
JCP2022_802980,2984,GUCY2C
JCP2022_802981,3000,GUCY2D
JCP2022_802982,2986,GUCY2F
JCP2022_802983,2987,GUK1
JCP2022_802984,51454,GULP1
JCP2022_802985,2990,GUSB
JCP2022_802986,2992,GYG1
JCP2022_802987,8908,GYG2
JCP2022_802988,120071,GYLTL1B
JCP2022_802989,2993,GYPA
JCP2022_802990,2995,GYPC
JCP2022_802991,2997,GYS1
JCP2022_802992,2998,GYS2
JCP2022_802993,64412,GZF1
JCP2022_802994,3001,GZMA
JCP2022_802995,3002,GZMB
JCP2022_802996,2999,GZMH
JCP2022_802997,3003,GZMK
JCP2022_802998,3004,GZMM
JCP2022_802999,3005,H1F0
JCP2022_803000,3014,H2AFX
JCP2022_803001,9563,H6PD
JCP2022_803002,23498,HAAO
JCP2022_803003,3026,HABP2
JCP2022_803004,9200,HACD1
JCP2022_803005,201562,HACD2
JCP2022_803006,57531,HACE1
JCP2022_803007,26061,HACL1
JCP2022_803008,3033,HADH
JCP2022_803009,3030,HADHA
JCP2022_803010,3032,HADHB
JCP2022_803011,3029,HAGH
JCP2022_803012,84264,HAGHL
JCP2022_803013,3034,HAL
JCP2022_803014,9421,HAND1
JCP2022_803015,9464,HAND2
JCP2022_803016,54363,HAO1
JCP2022_803017,51179,HAO2
JCP2022_803018,3035,HARS
JCP2022_803019,23438,HARS2
JCP2022_803020,3036,HAS1
JCP2022_803021,3037,HAS2
JCP2022_803022,8520,HAT1
JCP2022_803023,26762,HAVCR1
JCP2022_803024,84868,HAVCR2
JCP2022_803025,3043,HBB
JCP2022_803026,3045,HBD
JCP2022_803027,3046,HBE1
JCP2022_803028,26959,HBP1
JCP2022_803029,10767,HBS1L
JCP2022_803030,3050,HBZ
JCP2022_803031,27198,HCAR1
JCP2022_803032,338442,HCAR2
JCP2022_803033,8843,HCAR3
JCP2022_803034,3052,HCCS
JCP2022_803035,3054,HCFC1
JCP2022_803036,29915,HCFC2
JCP2022_803037,3055,HCK
JCP2022_803038,3059,HCLS1
JCP2022_803039,348980,HCN1
JCP2022_803040,610,HCN2
JCP2022_803041,57657,HCN3
JCP2022_803042,10021,HCN4
JCP2022_803043,3061,HCRTR1
JCP2022_803044,3062,HCRTR2
JCP2022_803045,3065,HDAC1
JCP2022_803046,83933,HDAC10
JCP2022_803047,79885,HDAC11
JCP2022_803048,3066,HDAC2
JCP2022_803049,8841,HDAC3
JCP2022_803050,9759,HDAC4
JCP2022_803051,10014,HDAC5
JCP2022_803052,10013,HDAC6
JCP2022_803053,51564,HDAC7
JCP2022_803054,55869,HDAC8
JCP2022_803055,9734,HDAC9
JCP2022_803056,3067,HDC
JCP2022_803057,84064,HDHD2
JCP2022_803058,81932,HDHD3
JCP2022_803059,3069,HDLBP
JCP2022_803060,25831,HECTD1
JCP2022_803061,143279,HECTD2
JCP2022_803062,79654,HECTD3
JCP2022_803063,283450,HECTD4
JCP2022_803064,23072,HECW1
JCP2022_803065,57520,HECW2
JCP2022_803066,92797,HELB
JCP2022_803067,3070,HELLS
JCP2022_803068,113510,HELQ
JCP2022_803069,391723,HELT
JCP2022_803070,9931,HELZ
JCP2022_803071,85441,HELZ2
JCP2022_803072,51409,HEMK1
JCP2022_803073,9843,HEPH
JCP2022_803074,8925,HERC1
JCP2022_803075,8924,HERC2
JCP2022_803076,8916,HERC3
JCP2022_803077,26091,HERC4
JCP2022_803078,51191,HERC5
JCP2022_803079,55008,HERC6
JCP2022_803080,3280,HES1
JCP2022_803081,54626,HES2
JCP2022_803082,390992,HES3
JCP2022_803083,57801,HES4
JCP2022_803084,388585,HES5
JCP2022_803085,55502,HES6
JCP2022_803086,84667,HES7
JCP2022_803087,8820,HESX1
JCP2022_803088,3073,HEXA
JCP2022_803089,3074,HEXB
JCP2022_803090,10614,HEXIM1
JCP2022_803091,23462,HEY1
JCP2022_803092,23493,HEY2
JCP2022_803093,26508,HEYL
JCP2022_803094,3077,HFE
JCP2022_803095,3081,HGD
JCP2022_803096,3082,HGF
JCP2022_803097,55733,HHAT
JCP2022_803098,3087,HHEX
JCP2022_803099,11112,HIBADH
JCP2022_803100,26275,HIBCH
JCP2022_803101,3090,HIC1
JCP2022_803102,23119,HIC2
JCP2022_803103,3091,HIF1A
JCP2022_803104,55662,HIF1AN
JCP2022_803105,64344,HIF3A
JCP2022_803106,25988,HINFP
JCP2022_803107,3094,HINT1
JCP2022_803108,204851,HIPK1
JCP2022_803109,28996,HIPK2
JCP2022_803110,10114,HIPK3
JCP2022_803111,147746,HIPK4
JCP2022_803112,7290,HIRA
JCP2022_803113,3096,HIVEP1
JCP2022_803114,3097,HIVEP2
JCP2022_803115,59269,HIVEP3
JCP2022_803116,3098,HK1
JCP2022_803117,3099,HK2
JCP2022_803118,3101,HK3
JCP2022_803119,80201,HKDC1
JCP2022_803120,3105,HLA-A
JCP2022_803121,3106,HLA-B
JCP2022_803122,3107,HLA-C
JCP2022_803123,3108,HLA-DMA
JCP2022_803124,3109,HLA-DMB
JCP2022_803125,3111,HLA-DOA
JCP2022_803126,3112,HLA-DOB
JCP2022_803127,3115,HLA-DPB1
JCP2022_803128,3117,HLA-DQA1
JCP2022_803129,3119,HLA-DQB1
JCP2022_803130,3122,HLA-DRA
JCP2022_803131,3123,HLA-DRB1
JCP2022_803132,3133,HLA-E
JCP2022_803133,3135,HLA-G
JCP2022_803134,3141,HLCS
JCP2022_803135,3131,HLF
JCP2022_803136,6596,HLTF
JCP2022_803137,3142,HLX
JCP2022_803138,81502,HM13
JCP2022_803139,79618,HMBOX1
JCP2022_803140,3145,HMBS
JCP2022_803141,10363,HMG20A
JCP2022_803142,10362,HMG20B
JCP2022_803143,3159,HMGA1
JCP2022_803144,8091,HMGA2
JCP2022_803145,3148,HMGB2
JCP2022_803146,3155,HMGCL
JCP2022_803147,54511,HMGCLL1
JCP2022_803148,3156,HMGCR
JCP2022_803149,3157,HMGCS1
JCP2022_803150,3158,HMGCS2
JCP2022_803151,3150,HMGN1
JCP2022_803152,79366,HMGN5
JCP2022_803153,23526,HMHA1
JCP2022_803154,3161,HMMR
JCP2022_803155,3162,HMOX1
JCP2022_803156,3163,HMOX2
JCP2022_803157,3166,HMX1
JCP2022_803158,3167,HMX2
JCP2022_803159,340784,HMX3
JCP2022_803160,6927,HNF1A
JCP2022_803161,6928,HNF1B
JCP2022_803162,3172,HNF4A
JCP2022_803163,3174,HNF4G
JCP2022_803164,3176,HNMT
JCP2022_803165,3182,HNRNPAB
JCP2022_803166,3184,HNRNPD
JCP2022_803167,3190,HNRNPK
JCP2022_803168,57594,HOMEZ
JCP2022_803169,84525,HOPX
JCP2022_803170,3198,HOXA1
JCP2022_803171,3206,HOXA10
JCP2022_803172,3207,HOXA11
JCP2022_803173,3209,HOXA13
JCP2022_803174,3199,HOXA2
JCP2022_803175,3200,HOXA3
JCP2022_803176,3201,HOXA4
JCP2022_803177,3202,HOXA5
JCP2022_803178,3203,HOXA6
JCP2022_803179,3204,HOXA7
JCP2022_803180,3205,HOXA9
JCP2022_803181,3211,HOXB1
JCP2022_803182,10481,HOXB13
JCP2022_803183,3212,HOXB2
JCP2022_803184,3213,HOXB3
JCP2022_803185,3214,HOXB4
JCP2022_803186,3215,HOXB5
JCP2022_803187,3216,HOXB6
JCP2022_803188,3217,HOXB7
JCP2022_803189,3218,HOXB8
JCP2022_803190,3219,HOXB9
JCP2022_803191,3226,HOXC10
JCP2022_803192,3227,HOXC11
JCP2022_803193,3228,HOXC12
JCP2022_803194,3229,HOXC13
JCP2022_803195,3221,HOXC4
JCP2022_803196,3222,HOXC5
JCP2022_803197,3223,HOXC6
JCP2022_803198,3224,HOXC8
JCP2022_803199,3225,HOXC9
JCP2022_803200,3231,HOXD1
JCP2022_803201,3236,HOXD10
JCP2022_803202,3237,HOXD11
JCP2022_803203,3238,HOXD12
JCP2022_803204,3239,HOXD13
JCP2022_803205,3232,HOXD3
JCP2022_803206,3233,HOXD4
JCP2022_803207,3234,HOXD8
JCP2022_803208,3235,HOXD9
JCP2022_803209,3240,HP
JCP2022_803210,3242,HPD
JCP2022_803211,3248,HPGD
JCP2022_803212,27306,HPGDS
JCP2022_803213,3249,HPN
JCP2022_803214,3250,HPR
JCP2022_803215,3251,HPRT1
JCP2022_803216,10855,HPSE
JCP2022_803217,55806,HR
JCP2022_803218,3265,HRAS
JCP2022_803219,57110,HRASLS
JCP2022_803220,3270,HRC
JCP2022_803221,3269,HRH1
JCP2022_803222,3274,HRH2
JCP2022_803223,11255,HRH3
JCP2022_803224,59340,HRH4
JCP2022_803225,9653,HS2ST1
JCP2022_803226,9957,HS3ST1
JCP2022_803227,9956,HS3ST2
JCP2022_803228,9955,HS3ST3A1
JCP2022_803229,9953,HS3ST3B1
JCP2022_803230,9951,HS3ST4
JCP2022_803231,222537,HS3ST5
JCP2022_803232,64711,HS3ST6
JCP2022_803233,9394,HS6ST1
JCP2022_803234,90161,HS6ST2
JCP2022_803235,266722,HS6ST3
JCP2022_803236,3281,HSBP1
JCP2022_803237,3290,HSD11B1
JCP2022_803238,3291,HSD11B2
JCP2022_803239,3292,HSD17B1
JCP2022_803240,3028,HSD17B10
JCP2022_803241,51170,HSD17B11
JCP2022_803242,51144,HSD17B12
JCP2022_803243,345275,HSD17B13
JCP2022_803244,51171,HSD17B14
JCP2022_803245,3294,HSD17B2
JCP2022_803246,3293,HSD17B3
JCP2022_803247,3295,HSD17B4
JCP2022_803248,8630,HSD17B6
JCP2022_803249,51478,HSD17B7
JCP2022_803250,7923,HSD17B8
JCP2022_803251,3283,HSD3B1
JCP2022_803252,3284,HSD3B2
JCP2022_803253,80270,HSD3B7
JCP2022_803254,83693,HSDL1
JCP2022_803255,3297,HSF1
JCP2022_803256,3298,HSF2
JCP2022_803257,3299,HSF4
JCP2022_803258,3320,HSP90AA1
JCP2022_803259,7184,HSP90B1
JCP2022_803260,6782,HSPA13
JCP2022_803261,51182,HSPA14
JCP2022_803262,3303,HSPA1A
JCP2022_803263,3304,HSPA1B
JCP2022_803264,3305,HSPA1L
JCP2022_803265,3306,HSPA2
JCP2022_803266,3308,HSPA4
JCP2022_803267,22824,HSPA4L
JCP2022_803268,3309,HSPA5
JCP2022_803269,3312,HSPA8
JCP2022_803270,3313,HSPA9
JCP2022_803271,26353,HSPB8
JCP2022_803272,3329,HSPD1
JCP2022_803273,10808,HSPH1
JCP2022_803274,10553,HTATIP2
JCP2022_803275,27336,HTATSF1
JCP2022_803276,3350,HTR1A
JCP2022_803277,3351,HTR1B
JCP2022_803278,3352,HTR1D
JCP2022_803279,3354,HTR1E
JCP2022_803280,3355,HTR1F
JCP2022_803281,3356,HTR2A
JCP2022_803282,3357,HTR2B
JCP2022_803283,3358,HTR2C
JCP2022_803284,3359,HTR3A
JCP2022_803285,9177,HTR3B
JCP2022_803286,170572,HTR3C
JCP2022_803287,200909,HTR3D
JCP2022_803288,285242,HTR3E
JCP2022_803289,3360,HTR4
JCP2022_803290,3361,HTR5A
JCP2022_803291,3362,HTR6
JCP2022_803292,3363,HTR7
JCP2022_803293,5654,HTRA1
JCP2022_803294,27429,HTRA2
JCP2022_803295,94031,HTRA3
JCP2022_803296,203100,HTRA4
JCP2022_803297,3064,HTT
JCP2022_803298,30811,HUNK
JCP2022_803299,10075,HUWE1
JCP2022_803300,84329,HVCN1
JCP2022_803301,3373,HYAL1
JCP2022_803302,8692,HYAL2
JCP2022_803303,8372,HYAL3
JCP2022_803304,23553,HYAL4
JCP2022_803305,81888,HYI
JCP2022_803306,123688,HYKK
JCP2022_803307,10525,HYOU1
JCP2022_803308,3375,IAPP
JCP2022_803309,3376,IARS
JCP2022_803310,3381,IBSP
JCP2022_803311,3383,ICAM1
JCP2022_803312,22858,ICK
JCP2022_803313,23463,ICMT
JCP2022_803314,3396,ICT1
JCP2022_803315,3397,ID1
JCP2022_803316,3398,ID2
JCP2022_803317,3399,ID3
JCP2022_803318,3400,ID4
JCP2022_803319,3416,IDE
JCP2022_803320,3417,IDH1
JCP2022_803321,3418,IDH2
JCP2022_803322,3419,IDH3A
JCP2022_803323,3420,IDH3B
JCP2022_803324,3421,IDH3G
JCP2022_803325,3422,IDI1
JCP2022_803326,91734,IDI2
JCP2022_803327,414328,IDNK
JCP2022_803328,3620,IDO1
JCP2022_803329,3423,IDS
JCP2022_803330,3425,IDUA
JCP2022_803331,9592,IER2
JCP2022_803332,3428,IFI16
JCP2022_803333,10437,IFI30
JCP2022_803334,64135,IFIH1
JCP2022_803335,3454,IFNAR1
JCP2022_803336,3455,IFNAR2
JCP2022_803337,3456,IFNB1
JCP2022_803338,3458,IFNG
JCP2022_803339,3459,IFNGR1
JCP2022_803340,3460,IFNGR2
JCP2022_803341,163702,IFNLR1
JCP2022_803342,11020,IFT27
JCP2022_803343,55081,IFT57
JCP2022_803344,3476,IGBP1
JCP2022_803345,3479,IGF1
JCP2022_803346,3480,IGF1R
JCP2022_803347,3481,IGF2
JCP2022_803348,3490,IGFBP7
JCP2022_803349,3508,IGHMBP2
JCP2022_803350,3549,IHH
JCP2022_803351,8518,IKBKAP
JCP2022_803352,3551,IKBKB
JCP2022_803353,9641,IKBKE
JCP2022_803354,8517,IKBKG
JCP2022_803355,10320,IKZF1
JCP2022_803356,22807,IKZF2
JCP2022_803357,22806,IKZF3
JCP2022_803358,64375,IKZF4
JCP2022_803359,64376,IKZF5
JCP2022_803360,3586,IL10
JCP2022_803361,3587,IL10RA
JCP2022_803362,3588,IL10RB
JCP2022_803363,3589,IL11
JCP2022_803364,3590,IL11RA
JCP2022_803365,3593,IL12B
JCP2022_803366,3594,IL12RB1
JCP2022_803367,3595,IL12RB2
JCP2022_803368,3597,IL13RA1
JCP2022_803369,3598,IL13RA2
JCP2022_803370,3601,IL15RA
JCP2022_803371,23765,IL17RA
JCP2022_803372,55540,IL17RB
JCP2022_803373,8809,IL18R1
JCP2022_803374,8807,IL18RAP
JCP2022_803375,3552,IL1A
JCP2022_803376,3553,IL1B
JCP2022_803377,3554,IL1R1
JCP2022_803378,7850,IL1R2
JCP2022_803379,3556,IL1RAP
JCP2022_803380,11141,IL1RAPL1
JCP2022_803381,26280,IL1RAPL2
JCP2022_803382,9173,IL1RL1
JCP2022_803383,8808,IL1RL2
JCP2022_803384,53832,IL20RA
JCP2022_803385,50615,IL21R
JCP2022_803386,58985,IL22RA1
JCP2022_803387,116379,IL22RA2
JCP2022_803388,149233,IL23R
JCP2022_803389,9466,IL27RA
JCP2022_803390,3559,IL2RA
JCP2022_803391,3560,IL2RB
JCP2022_803392,3561,IL2RG
JCP2022_803393,3562,IL3
JCP2022_803394,27179,IL36A
JCP2022_803395,27177,IL36B
JCP2022_803396,26525,IL36RN
JCP2022_803397,3565,IL4
JCP2022_803398,259307,IL4I1
JCP2022_803399,3566,IL4R
JCP2022_803400,3567,IL5
JCP2022_803401,3568,IL5RA
JCP2022_803402,3569,IL6
JCP2022_803403,3570,IL6R
JCP2022_803404,3572,IL6ST
JCP2022_803405,3574,IL7
JCP2022_803406,3575,IL7R
JCP2022_803407,3578,IL9
JCP2022_803408,3608,ILF2
JCP2022_803409,3609,ILF3
JCP2022_803410,3611,ILK
JCP2022_803411,80895,ILKAP
JCP2022_803412,196294,IMMP1L
JCP2022_803413,83943,IMMP2L
JCP2022_803414,3612,IMPA1
JCP2022_803415,3613,IMPA2
JCP2022_803416,54928,IMPAD1
JCP2022_803417,3614,IMPDH1
JCP2022_803418,3615,IMPDH2
JCP2022_803419,3621,ING1
